Rollno,Exam ID,AcademicYearID,semester,subjectid,SubjectName,TheoryAggGrade,TheoryAggGradePoint,TheoryCredit,ThIsPresent,PracticalAggMarks,PracticalAggGrade,PracticalAggGradePoint,PracticalCredit,PrIsPresent,SGPA,CGPA,prsgpa,prcgpa,noofbacklog
3953,1938,43,6,86,CLINICAL TRAINING,,0,0,0,62,CC,6,4,1,NULL,NULL,4.84,4.85,0
3953,1938,43,6,87,PHYSIOTHERAPY IN ORTHOPAEDIC CONDITIONS,CD,5,4,1,67,BC,7,2,1,6,5.43,6.29,5.35,0
3953,1938,43,6,88,BIOENGINEERING,CC,6,3,1,0,,0,0,0,NULL,NULL,7.03,7.8,0
3953,1768,43,5,89,ELECTROTHERAPY II,DD,4,5,1,64,CC,6,2,1,5.97,6.82,7.66,7.05,0
3953,1938,43,6,90,ADVANCED PHYSICAL & FUNCTIONAL DIAGNOSIS,BB,8,5,1,74,BB,8,3,1,NULL,NULL,7.67,7.99,0
3953,1326,14,2,91,CLINICAL TRAINING,,0,0,0,70,BB,8,6,1,NULL,NULL,5.42,5.26,0
3953,1436,30,2,91,CLINICAL TRAINING,,0,0,0,80,AA,10,4,1,NULL,NULL,8.19,7.55,0
3953,2144,58,7,449,BIOENGINEERING,CC,6,3,1,0,,0,0,0,NULL,NULL,6.27,5.57,0
3953,2144,58,7,452,RESEARCH METHODOLOGY,CD,5,3,1,0,,0,0,0,NULL,NULL,6.34,5.57,0
3953,2144,58,7,463,CLINICAL NEUROLOGY & PSYCHIATRY,DD,4,4,1,0,,0,0,0,NULL,NULL,5.16,4.78,1
3953,2144,58,7,465,CLINICAL NEUROLOGY & PSYCHIATRY,DD,4,4,1,0,,0,0,0,NULL,NULL,6.03,5.38,0
3953,2144,58,7,466,ECOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,0,0,1
3953,2348,58,8,468,LABORATORY-II,,0,0,0,111,BB,8,6,1,NULL,NULL,7.91,7.91,0
3953,2348,58,8,470,MOLECULAR BASIS OF LIFE,-N.A.-,0,2,0,0,,0,0,0,NULL,NULL,0,0,7
3953,2348,58,8,473,CELL BIOLOGY-I,BC,7,2,1,0,,0,0,0,NULL,NULL,6.36,6.36,0
3953,2348,58,8,474,CONCEPTS OF PHYSICS-I,BB,8,2,1,0,,0,0,0,NULL,NULL,0,0,0
3953,2348,58,8,476,BASIC GENETICS,FF,0,2,1,0,,0,0,0,NULL,NULL,5.18,5.18,5
3953,2348,58,8,576,BASIC MATHEMATICS FOR BIOLOGISTS,CD,5,2,1,0,,0,0,0,NULL,NULL,0,0,0
3955,1326,14,2,53,ADVANCED EXERCISE THERAPEUTICS,AB,9,3,1,38,AB,9,2,1,NULL,NULL,8.15,8.17,0
3955,1544,30,3,54,CLINICAL TRAINING,,0,0,0,68,BC,7,6,1,NULL,NULL,6.15,6.04,0
3955,1252,14,1,55,EVIDENCE BASED PRACTICE,CD,5,3,1,0,,0,0,0,NULL,NULL,6.03,5.7,0
3955,1636,30,4,56,RESEARCH METHODOLOGY,BB,8,3,1,0,,0,0,0,NULL,NULL,2.93,4.71,0
3955,1544,30,3,57,GENERAL MEDICINE,CD,5,6,1,0,,0,0,0,NULL,NULL,5.38,5.33,0
3955,1636,30,4,58,PATHOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,4.57,4.58,0
3955,1544,30,3,59,EXERCISE THERAPY II,CD,5,5,1,50,DD,4,3,1,NULL,NULL,4.41,4.01,1
3955,1252,14,1,60,KINESIOLOGY,DD,4,5,1,25,DD,4,1,1,NULL,NULL,4.03,4.4,2
3955,1252,14,1,61,EXERCISE THERAPY I,DD,4,6,1,63,CC,6,3,1,NULL,NULL,0,0,0
3955,1252,14,1,62,PSYCHOLOGY,DD,4,4,1,0,,0,0,0,NULL,NULL,0,0,0
3955,1252,14,1,63,SOCIOLOGY,CC,6,3,1,0,,0,0,0,NULL,NULL,0,0,0
3955,1252,14,1,64,HUMAN ANATOMY II,CC,6,6,1,66,BC,7,1,1,NULL,NULL,3.97,3.97,0
3955,1326,14,2,65,FUNDAMENTALS OF BIOMEDICAL PHYSICS,DD,4,5,1,28,CD,5,1,1,NULL,NULL,4.75,4.75,0
3955,1326,14,2,66,FUNDAMENTALS OF BIOMECHANICS,CC,6,5,1,33,BC,7,1,1,NULL,NULL,4.91,4.91,0
3955,1326,14,2,67,HUMAN PHYSIOLOGY I,DD,4,6,1,64,CC,6,1,1,NULL,NULL,0,0,0
3955,1326,14,2,68,PSYCHOLOGY,CD,5,4,1,0,,0,0,0,NULL,NULL,0,0,0
3955,1544,30,3,69,HUMAN PHYSIOLOGY I,FF,0,6,1,61,CC,6,1,1,NULL,NULL,0,0,4
3955,1544,30,3,70,EXERCISE THERAPY I,FF,0,6,1,37,FF,0,3,1,NULL,NULL,0,0,4
3955,1544,30,3,71,FUNDAMENTALS OF BIOMECHANICS,BC,7,5,1,34,BC,7,1,1,NULL,NULL,4.31,4.31,1
3955,1544,30,3,72,CLINICAL TRAINING,,0,0,0,85,AA,10,6,1,NULL,NULL,7.86,7.29,0
3955,1636,30,4,73,PHYSIOTHERAPY IN GERIATRIC & HAND CONDITIONS,DD,4,3,1,29,CD,5,1,1,NULL,NULL,5.39,5.38,0
3955,1636,30,4,74,COMMUNITY MEDICINE,CD,5,3,1,0,,0,0,0,NULL,NULL,6.31,5.85,0
3955,1636,30,4,75,CLINICAL TRAINING,,0,0,0,85,AA,10,4,1,NULL,NULL,6.84,6.98,0
3955,1636,30,4,76,BIOENGINEERING,BB,8,3,1,0,,0,0,0,NULL,NULL,4.7,4.87,0
3955,1636,30,4,77,CLINICAL ORTHOPAEDICS,DD,4,7,1,0,,0,0,0,NULL,NULL,6.38,6.35,0
3955,1768,43,5,78,GENERAL MEDICINE,BB,8,6,1,0,,0,0,0,NULL,NULL,8.45,8.17,0
3955,1768,43,5,79,KINESIOLOGY,BC,7,5,1,39,AB,9,1,1,NULL,NULL,7.48,7.05,0
3955,1768,43,5,80,BIOSTATISTICS,CD,5,3,1,0,,0,0,0,NULL,NULL,5.1,4.78,0
3955,1768,43,5,81,COMPUTER APPLICATIONS,DD,4,1,1,34,BC,7,1,1,4.86,4.69,2.21,3.23,1
3955,1768,43,5,82,BIOSTATISTICS,AA,10,3,1,0,,0,0,0,NULL,NULL,6.17,5.27,0
3955,1768,43,5,83,PATHOLOGY,CC,6,3,1,0,,0,0,0,NULL,NULL,6.88,6.11,0
3955,1938,43,6,84,GENERAL SURGERY,BC,7,6,1,0,,0,0,0,NULL,NULL,6.52,6.72,0
3955,1938,43,6,85,PATHOLOGY,FF,0,3,1,0,,0,0,0,NULL,NULL,4.3,3.95,2
3955,1938,43,6,86,CLINICAL NEUROLOGY & PSYCHIATRY,DD,4,4,1,0,,0,0,0,NULL,NULL,4.84,4.85,0
3955,1938,43,6,87,CLINICAL TRAINING,,0,0,0,79,AB,9,6,1,NULL,NULL,6.29,5.35,0
3955,1938,43,6,88,CLINICAL CARDIO RESPIRATORY CONDITIONS,CD,5,4,1,0,,0,0,0,7,7.68,7.03,7.8,0
3955,1768,43,5,89,CLINICAL ORTHOPAEDICS,CC,6,7,1,0,,0,0,0,NULL,NULL,7.66,7.05,0
3955,1938,43,6,90,CLINICAL CARDIO RESPIRATORY CONDITIONS,BC,7,4,1,0,,0,0,0,7.25,7.88,7.67,7.99,0
3955,1326,14,2,91,ADVANCED EXERCISE THERAPEUTICS,DD,4,3,1,29,CD,5,2,1,NULL,NULL,6.19,5.28,0
3955,2144,58,7,449,CLINICAL CARDIO RESPIRATORY CONDITIONS,DD,4,4,1,0,,0,0,0,5.89,5.61,6.27,5.57,0
3955,2144,58,7,452,CLINICAL TRAINING,,0,0,0,74,BB,8,4,1,NULL,NULL,6.34,5.57,0
3955,2144,58,7,463,RESEARCH METHODOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,5.16,4.78,1
3955,2144,58,7,465,CLINICAL ORTHOPAEDICS,DD,4,7,1,0,,0,0,0,NULL,NULL,6.03,5.38,0
3955,2144,58,7,466,ANIMAL SCIENCES,CC,6,4,1,0,,0,0,0,NULL,NULL,0,0,1
3955,2348,58,8,468,FUNDAMENTALS OF BIOCHEMISTRY-I,BC,7,2,1,0,,0,0,0,NULL,NULL,7.91,7.91,0
3955,2348,58,8,470,CONCEPTS OF PHYSICAL CHEMISTRY,BC,7,2,1,0,,0,0,0,NULL,NULL,0,0,0
3955,2348,58,8,473,BASIC GENETICS,BC,7,2,1,0,,0,0,0,NULL,NULL,6.36,6.36,0
3955,2348,58,8,474,ANIMAL SCIENCES,AB,9,4,1,0,,0,0,0,NULL,NULL,0,0,0
3955,2348,58,8,476,PLANT SCIENCES,CD,5,4,1,0,,0,0,0,NULL,NULL,5.18,5.18,5
3955,2348,58,8,576,PLANT SCIENCES,BB,8,4,1,0,,0,0,0,NULL,NULL,6.18,6.18,0
3957,1326,14,2,53,COMMUNITY MEDICINE,BB,8,3,1,0,,0,0,0,NULL,NULL,8.15,8.17,0
3957,1544,30,3,54,CLINICAL CARDIO RESPIRATORY CONDITIONS,CC,6,4,1,0,,0,0,0,5.86,6.02,6.15,6.04,0
3957,1252,14,1,55,BIOENGINEERING,CC,6,3,1,0,,0,0,0,NULL,NULL,6.03,5.7,0
3957,1636,30,4,56,CLINICAL TRAINING,,0,0,0,58,CD,5,4,1,NULL,NULL,2.93,4.71,0
3957,1544,30,3,57,BIOSTATISTICS,BB,8,3,1,0,,0,0,0,NULL,NULL,5.38,5.33,0
3957,1636,30,4,58,COMPUTER APPLICATIONS,BC,7,1,1,38,AB,9,1,1,5.69,4.93,4.57,4.58,0
3957,1544,30,3,59,ENGLISH & COMMUNICATION SKILLS II,BB,8,1,1,37,BB,8,1,1,4.38,4.45,4.41,4.01,1
3957,1252,14,1,60,ELECTROTHERAPY I,DD,4,5,1,57,CD,5,3,1,NULL,NULL,4.03,4.4,2
3957,1252,14,1,61,SOCIOLOGY,CC,6,3,1,0,,0,0,0,NULL,NULL,0,0,0
3957,1252,14,1,62,SOCIOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,0,0,0
3957,1252,14,1,63,HUMAN ANATOMY I,BB,8,6,1,68,BC,7,1,1,NULL,NULL,0,0,0
3957,1252,14,1,64,PSYCHOLOGY,DD,4,4,1,0,,0,0,0,NULL,NULL,0,0,0
3957,1326,14,2,65,BIOCHEMISTRY,DD,4,4,1,27,DD,4,1,1,4.88,4.82,4.75,4.75,0
3957,1326,14,2,66,BIOCHEMISTRY,CD,5,4,1,36,BB,8,1,1,5.18,5.05,4.91,4.91,0
3957,1326,14,2,67,ENGLISH & COMMUNICATION SKILLS I,CC,6,1,1,39,AB,9,1,1,4.53,4.53,0,0,0
3957,1326,14,2,68,HUMAN ANATOMY II,CC,6,6,1,65,BC,7,1,1,NULL,NULL,4.44,4.44,0
3957,1544,30,3,69,EXERCISE THERAPY I,DD,4,6,1,51,DD,4,3,NULL,NULL,NULL,0,0,0
3957,1544,30,3,70,ENGLISH & COMMUNICATION SKILLS I,BC,7,1,1,31,CC,6,1,1,1.59,1.59,0,0,4
3957,1544,30,3,71,HUMAN ANATOMY II,CD,5,6,1,72,BB,8,1,1,NULL,NULL,4.31,4.31,1
3957,1544,30,3,72,PHYSIOTHERAPY IN ORTHOPAEDIC CONDITIONS,BB,8,4,1,75,AB,9,2,1,8.15,7.4,7.86,7.29,0
3957,1636,30,4,73,PHYSIOTHERAPY IN ORTHOPAEDIC CONDITIONS,CC,6,4,1,59,CD,5,2,1,5.73,5.42,5.39,5.38,0
3957,1636,30,4,74,CLINICAL CARDIO RESPIRATORY CONDITIONS,BC,7,4,1,0,,0,0,0,7,6.05,6.03,5.89,0
3957,1636,30,4,75,CLINICAL NEUROLOGY & PSYCHIATRY,CC,6,4,1,0,,0,0,0,NULL,NULL,6.84,6.98,0
3957,1636,30,4,76,CLINICAL CARDIO RESPIRATORY CONDITIONS,BC,7,4,1,0,,0,0,0,6.29,5.35,4.7,4.87,0
3957,1636,30,4,77,RESEARCH METHODOLOGY,CC,6,3,1,0,,0,0,0,NULL,NULL,6.38,6.35,0
3957,1768,43,5,78,ENGLISH & COMMUNICATION SKILLS II,AA,10,1,1,43,AA,10,1,1,8.03,8.13,8.45,8.17,0
3957,1768,43,5,79,CLINICAL TRAINING,,0,0,0,73,BB,8,4,1,NULL,NULL,7.48,7.05,0
3957,1768,43,5,80,ENGLISH & COMMUNICATION SKILLS II,BC,7,1,1,41,AA,10,1,1,5.25,4.99,5.1,4.78,0
3957,1768,43,5,81,MICROBIOLOGY,FF,0,3,1,0,,0,0,0,NULL,NULL,2.21,3.23,1
3957,1768,43,5,82,CLINICAL TRAINING,,0,0,0,93,AA,10,4,1,NULL,NULL,6.17,5.27,0
3957,1768,43,5,83,COMPUTER APPLICATIONS,AA,10,1,1,42,AA,10,1,1,6.76,6.31,6.88,6.11,0
3957,1938,43,6,84,EXERCISE THERAPY II,CD,5,5,1,67,BC,7,3,1,NULL,NULL,6.52,6.72,0
3957,1938,43,6,85,MICROBIOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,4.3,3.95,2
3957,1938,43,6,86,COMMUNITY MEDICINE,CC,6,3,1,0,,0,0,0,NULL,NULL,4.84,4.85,0
3957,1938,43,6,87,PHYSIOTHERAPY IN NEUROLOGICAL CONDITIONS,DD,4,4,1,57,CD,5,2,1,NULL,NULL,6.29,5.35,0
3957,1938,43,6,88,CLINICAL TRAINING,,0,0,0,84,AA,10,6,1,NULL,NULL,7.03,7.8,0
3957,1768,43,5,89,COMMUNITY MEDICINE,BC,7,3,1,0,,0,0,0,NULL,NULL,7.66,7.05,0
3957,1938,43,6,90,CLINICAL TRAINING,,0,0,0,67,BC,7,6,1,NULL,NULL,7.67,7.99,0
3957,1326,14,2,91,ELECTROTHERAPY II,CD,5,5,1,57,CD,5,2,1,5.73,5.37,6.19,5.28,0
3957,2144,58,7,449,"CLINICAL OBSTRETICS, GYNAECOLOGY & PAEDIATRICS",CD,5,4,1,0,,0,0,0,NULL,NULL,6.27,5.57,0
3957,2144,58,7,452,ELECTROTHERAPY II,DD,4,5,1,53,DD,4,2,1,5.09,5.47,6.34,5.57,0
3957,2144,58,7,463,EVIDENCE BASED PRACTICE,DD,4,3,1,0,,0,0,0,NULL,NULL,3.58,4.53,0
3957,2144,58,7,465,COMMUNITY MEDICINE,CD,5,3,1,0,,0,0,0,NULL,NULL,6.03,5.38,0
3957,2144,58,7,466,LABORATORY-I,,0,0,0,103,BB,8,6,1,NULL,NULL,0,0,1
3957,2348,58,8,468,BASIC GENETICS,CC,6,2,1,0,,0,0,0,NULL,NULL,7.91,7.91,0
3957,2348,58,8,470,ANIMAL SCIENCES,AB,9,4,1,0,,0,0,0,NULL,NULL,0,0,0
3957,2348,58,8,473,FUNDAMENTALS OF MICROBIOLOGY-I,BC,7,2,1,0,,0,0,0,7.32,6.84,6.36,6.36,0
3957,2348,58,8,474,BASIC MATHEMATICS FOR BIOLOGISTS,BB,8,2,1,0,,0,0,0,NULL,NULL,0,0,0
3957,2348,58,8,476,CONCEPTS OF PHYSICS-I,FF,0,2,1,0,,0,0,0,NULL,NULL,0,0,2
3957,2348,58,8,576,CONCEPTS OF INORGANIC CHEMISTRY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.18,6.18,0
3962,1326,14,2,53,RESEARCH METHODOLOGY,AB,9,3,1,0,,0,0,0,NULL,NULL,8.15,8.17,0
3962,1544,30,3,54,ADVANCED PHYSICAL & FUNCTIONAL DIAGNOSIS,CC,6,5,1,60,CC,6,3,1,NULL,NULL,6.15,6.04,0
3962,1252,14,1,55,ADVANCED PHYSICAL & FUNCTIONAL DIAGNOSIS,CD,5,5,1,59,CD,5,3,1,NULL,NULL,6.03,5.7,0
3962,1636,30,4,56,ELECTROTHERAPY II,DD,4,5,1,54,DD,4,2,1,4.82,5.05,2.93,4.71,0
3962,1544,30,3,57,GENERAL SURGERY,CD,5,6,1,0,,0,0,0,NULL,NULL,5.38,5.33,0
3962,1636,30,4,58,MICROBIOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,4.57,4.58,0
3962,1544,30,3,59,BIOSTATISTICS,BB,8,3,1,0,,0,0,0,NULL,NULL,4.41,4.01,1
3962,1252,14,1,60,MICROBIOLOGY,FF,0,3,1,0,,0,0,0,NULL,NULL,4.03,4.4,2
3962,1252,14,1,61,HUMAN ANATOMY II,DD,4,6,1,78,AB,9,1,1,NULL,NULL,6.25,6.25,0
3962,1252,14,1,62,HUMAN PHYSIOLOGY I,CD,5,6,1,73,BB,8,1,1,NULL,NULL,0,0,0
3962,1252,14,1,63,PSYCHOLOGY,BC,7,4,1,0,,0,0,0,NULL,NULL,0,0,0
3962,1252,14,1,64,HUMAN PHYSIOLOGY I,DD,4,6,1,68,BC,7,1,1,NULL,NULL,0,0,0
3962,1326,14,2,65,HUMAN ANATOMY II,DD,4,6,1,58,CD,5,1,1,NULL,NULL,4.75,4.75,0
3962,1326,14,2,66,HUMAN PHYSIOLOGY II,DD,4,6,1,58,CD,5,1,1,NULL,NULL,4.91,4.91,0
3962,1326,14,2,67,PSYCHOLOGY,CD,5,4,1,0,,0,0,0,NULL,NULL,0,0,0
3962,1326,14,2,68,HUMAN PHYSIOLOGY II,DD,4,6,1,57,CD,5,1,1,NULL,NULL,4.44,4.44,0
3962,1544,30,3,69,HUMAN PHYSIOLOGY II,DD,4,6,1,56,CD,5,1,1,NULL,NULL,1.5,1.5,2
3962,1544,30,3,70,HUMAN ANATOMY I,FF,0,6,1,55,CD,5,1,1,NULL,NULL,0,0,4
3962,1544,30,3,71,HUMAN PHYSIOLOGY II,DD,4,6,1,53,DD,4,1,1,NULL,NULL,4.31,4.31,1
3962,1544,30,3,72,PREVENTIVE & COMMUNITY PHYSIOTHERAPY,AB,9,4,1,38,AB,9,1,1,NULL,NULL,8.15,7.4,0
3962,1636,30,4,73,PHYSIOTHERAPY IN NEUROLOGICAL CONDITIONS,DD,4,4,1,65,BC,7,2,1,NULL,NULL,5.39,5.38,0
3962,1636,30,4,74,"CLINICAL OBSTRETICS, GYNAECOLOGY & PAEDIATRICS",BC,7,4,1,0,,0,0,0,NULL,NULL,6.03,5.89,0
3962,1636,30,4,75,ADVANCED EXERCISE THERAPEUTICS,BB,8,3,1,37,BB,8,2,1,NULL,NULL,6.84,6.98,0
3962,1636,30,4,76,EVIDENCE BASED PRACTICE,DD,4,3,1,0,,0,0,0,NULL,NULL,4.7,4.87,0
3962,1636,30,4,77,ELECTROTHERAPY II,BC,7,5,1,73,BB,8,2,1,6.3,6.34,6.38,6.35,0
3962,1768,43,5,78,EXERCISE THERAPY II,BC,7,5,1,70,BB,8,3,1,NULL,NULL,8.45,8.17,0
3962,1768,43,5,79,ELECTROTHERAPY I,BC,7,5,1,63,CC,6,3,1,NULL,NULL,7.48,7.05,0
3962,1768,43,5,80,CLINICAL TRAINING,,0,0,0,72,BB,8,4,1,NULL,NULL,5.1,4.78,0
3962,1768,43,5,81,KINESIOLOGY,DD,4,5,1,28,CD,5,1,1,NULL,NULL,2.21,3.23,1
3962,1768,43,5,82,GENERAL MEDICINE,DD,4,6,1,0,,0,0,0,NULL,NULL,6.17,5.27,0
3962,1768,43,5,83,MICROBIOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,6.88,6.11,0
3962,1938,43,6,84,BIOSTATISTICS,AA,10,3,1,0,,0,0,0,NULL,NULL,6.52,6.72,0
3962,1938,43,6,85,PHARMACOLOGY,FF,0,3,1,0,,0,0,0,NULL,NULL,4.3,3.95,1
3962,1938,43,6,86,RESEARCH METHODOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,4.84,4.85,0
3962,1938,43,6,87,PHYSIOTHERAPY IN SPORTS & ALLIED THERAPEUTICS,CD,5,3,1,30,CC,6,1,1,NULL,NULL,6.29,5.35,0
3962,1938,43,6,88,CLINICAL ORTHOPAEDICS,DD,4,7,1,0,,0,0,0,NULL,NULL,6.13,5.65,0
3962,1768,43,5,89,CLINICAL TRAINING,,0,0,0,71,BB,8,4,1,NULL,NULL,7.66,7.05,0
3962,1938,43,6,90,"CLINICAL OBSTRETICS, GYNAECOLOGY & PAEDIATRICS",CC,6,4,1,0,,0,0,0,NULL,NULL,7.67,7.99,0
3962,1326,14,2,91,RESEARCH METHODOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,6.19,5.28,0
3962,2144,58,7,449,CLINICAL TRAINING,,0,0,0,68,BC,7,6,1,NULL,NULL,6.27,5.57,0
3962,2144,58,7,452,ADVANCED EXERCISE THERAPEUTICS,CD,5,3,1,32,CC,6,2,1,NULL,NULL,6.34,5.57,0
3962,2144,58,7,463,CLINICAL TRAINING,,0,0,0,64,CC,6,6,1,NULL,NULL,3.58,4.53,0
3962,2144,58,7,465,CLINICAL TRAINING,,0,0,0,73,BB,8,4,1,NULL,NULL,6.03,5.38,0
3962,2144,58,7,466,CONCEPTS OF PHYSICAL CHEMISTRY,CD,5,2,1,0,,0,0,0,NULL,NULL,0,0,1
3962,2348,58,8,468,ENGLISH LANGUAGE AND LITERATURE,BC,7,1,1,33,BC,7,1,1,NULL,NULL,7.91,7.91,0
3962,2348,58,8,470,ECOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,0,0,0
3962,2348,58,8,473,FUNDAMENTALS OF BIOCHEMISTRY-I,CC,6,2,1,0,,0,0,0,NULL,NULL,6.36,6.36,0
3962,2348,58,8,474,ECOLOGY,AA,10,2,1,0,,0,0,0,NULL,NULL,0,0,0
3962,2348,58,8,476,CONCEPTS OF PHYSICAL CHEMISTRY,CD,5,2,1,0,,0,0,0,NULL,NULL,0,0,2
3962,2348,58,8,576,CELL BIOLOGY-I,AB,9,2,1,0,,0,0,0,NULL,NULL,6.18,6.18,0
3968,1326,14,2,53,CLINICAL ORTHOPAEDICS,AA,10,7,1,0,,0,0,0,NULL,NULL,8.15,8.17,0
3968,1544,30,3,54,"CLINICAL OBSTRETICS, GYNAECOLOGY & PAEDIATRICS",CD,5,4,1,0,,0,0,0,NULL,NULL,6.15,6.04,0
3968,1252,14,1,55,CLINICAL TRAINING,,0,0,0,60,CC,6,6,1,NULL,NULL,6.03,5.7,0
3968,1636,30,4,56,ADVANCED EXERCISE THERAPEUTICS,CC,6,3,1,29,CD,5,2,1,NULL,NULL,2.93,4.71,0
3968,1544,30,3,57,PHARMACOLOGY,CD,5,3,1,0,,0,0,0,NULL,NULL,4.93,5.35,0
3968,1636,30,4,58,ELECTROTHERAPY I,CC,6,5,1,55,CD,5,3,1,NULL,NULL,4.57,4.58,0
3968,1544,30,3,59,ETHICS & ADMINISTRATION,CD,5,3,1,0,,0,0,0,NULL,NULL,4.41,4.01,1
3968,1252,14,1,60,PATHOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,4.03,4.4,2
3968,1252,14,1,61,FIRST AID & EMERGENCY NURSING,CC,6,1,1,31,CC,6,1,1,NULL,NULL,6.25,6.25,0
3968,1252,14,1,62,BIOCHEMISTRY,DD,4,4,1,33,BC,7,1,1,4.82,5.26,5.72,5.72,0
3968,1252,14,1,63,BIOCHEMISTRY,CC,6,4,1,31,CC,6,1,1,7.48,7.05,6.59,6.59,0
3968,1252,14,1,64,SOCIOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,0,0,0
3968,1326,14,2,65,FUNDAMENTALS OF BIOMECHANICS,BC,7,5,1,32,CC,6,1,1,NULL,NULL,4.75,4.75,0
3968,1326,14,2,66,FUNDAMENTALS OF BIOMEDICAL PHYSICS,CC,6,5,1,31,CC,6,1,1,NULL,NULL,4.91,4.91,0
3968,1326,14,2,67,HUMAN PHYSIOLOGY II,CD,5,6,1,65,BC,7,1,1,NULL,NULL,4.53,4.53,0
3968,1326,14,2,68,FUNDAMENTALS OF BIOMECHANICS,CD,5,5,1,33,BC,7,1,1,NULL,NULL,4.44,4.44,0
3968,1544,30,3,69,FIRST AID & EMERGENCY NURSING,DD,4,1,1,28,CD,5,1,1,NULL,NULL,1.5,1.5,2
3968,1544,30,3,70,HUMAN PHYSIOLOGY I,FF,0,6,1,57,CD,5,1,1,NULL,NULL,0,0,4
3968,1544,30,3,71,FUNDAMENTALS OF BIOMEDICAL PHYSICS,FF,0,5,1,31,CC,6,1,1,NULL,NULL,4.31,4.31,1
3968,1544,30,3,72,"PHYSIOTHERAPY IN MEDICAL, SURGICAL, OBSTETRICS & GYNAECOLOGY CONDITIONS",AB,9,4,1,80,AA,10,2,1,9.44,7.63,8.15,7.4,0
3968,1636,30,4,73,PHYSIOTHERAPY IN SPORTS & ALLIED THERAPEUTICS,CC,6,3,1,37,BB,8,1,1,NULL,NULL,5.39,5.38,0
3968,1636,30,4,74,BIOENGINEERING,AA,10,3,1,0,,0,0,0,NULL,NULL,6.03,5.89,0
3968,1636,30,4,75,ELECTROTHERAPY II,BB,8,5,1,79,AB,9,2,1,7.15,7.02,6.84,6.98,0
3968,1636,30,4,76,ADVANCED PHYSICAL & FUNCTIONAL DIAGNOSIS,DD,4,5,1,62,CC,6,3,1,NULL,NULL,4.7,4.87,0
3968,1636,30,4,77,EVIDENCE BASED PRACTICE,CC,6,3,1,0,,0,0,0,NULL,NULL,6.3,6.34,0
3968,1768,43,5,78,MICROBIOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,6.64,6.8,0
3968,1768,43,5,79,COMPUTER APPLICATIONS,BB,8,1,1,40,AA,10,1,1,6.83,6.98,7.48,7.05,0
3968,1768,43,5,80,GENERAL MEDICINE,DD,4,6,1,0,,0,0,0,NULL,NULL,5.1,4.78,0
3968,1768,43,5,81,CLINICAL TRAINING,,0,0,0,77,AB,9,4,1,NULL,NULL,2.21,3.23,1
3968,1768,43,5,82,GENERAL SURGERY,BC,7,6,1,0,,0,0,0,NULL,NULL,6.17,5.27,0
3968,1768,43,5,83,KINESIOLOGY,BC,7,5,1,34,BC,7,1,1,NULL,NULL,6.88,6.11,0
3968,1938,43,6,84,ETHICS & ADMINISTRATION,BC,7,3,1,0,,0,0,0,NULL,NULL,6.52,6.72,0
3968,1938,43,6,85,COMPUTER APPLICATIONS,DD,4,1,1,30,CC,6,1,1,4.14,4.27,4.3,3.95,2
3968,1938,43,6,86,CLINICAL CARDIO RESPIRATORY CONDITIONS,FF,0,4,1,0,,0,0,0,3.5,4.59,4,4.79,0
3968,1938,43,6,87,"PHYSIOTHERAPY IN MEDICAL, SURGICAL, OBSTETRICS & GYNAECOLOGY CONDITIONS",CC,6,4,1,77,AB,9,2,1,6.85,5.59,6,5.43,0
3968,1938,43,6,88,CLINICAL NEUROLOGY & PSYCHIATRY,DD,4,4,1,0,,0,0,0,NULL,NULL,6.13,5.65,0
3968,1768,43,5,89,EVIDENCE BASED PRACTICE,CD,5,3,1,0,,0,0,0,NULL,NULL,5.97,6.82,0
3968,1938,43,6,90,EVIDENCE BASED PRACTICE,BC,7,3,1,0,,0,0,0,NULL,NULL,7.67,7.99,0
3968,1326,14,2,91,CLINICAL NEUROLOGY & PSYCHIATRY,CC,6,4,1,0,,0,0,0,NULL,NULL,6.19,5.28,0
3968,2144,58,7,449,ELECTROTHERAPY II,CD,5,5,1,61,CC,6,2,1,5.33,5.61,6.09,5.68,0
3968,2144,58,7,452,CLINICAL ORTHOPAEDICS,DD,4,7,1,0,,0,0,0,NULL,NULL,6.34,5.57,0
3968,2144,58,7,463,CLINICAL CARDIO RESPIRATORY CONDITIONS,FF,0,4,1,0,,0,0,0,4,4.6,3.58,4.53,0
3968,2144,58,7,465,"CLINICAL OBSTRETICS, GYNAECOLOGY & PAEDIATRICS",CC,6,4,1,0,,0,0,0,NULL,NULL,5.06,5.31,0
